Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 63,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 63,Add penalty,Variant 2,2,-9223372036854775808.00,319.50,,,,,,,,
case 63,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,168.50,,
case 64,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 64,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 64,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 64,Add penalty,Variant 9,9,319.50,716.00,,,,,,,,
case 64,Appeal to Judge,Variant 9,9,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 65,Create Fine,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 65,Send Fine,Variant 17,17,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 65,Insert Fine Notification,Variant 17,17,,,,,,,,,,
case 65,Add penalty,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 65,Add penalty,Variant 17,17,-9223372036854775808.00,716.00,,,,,,,,
case 66,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 66,Send Fine,Variant 2,2,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 66,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 66,Add penalty,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 66,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,29.77,,
case 67,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 67,Send Fine,Variant 2,2,,,,,,,,,-9223372036854775808.00,4.96
case 67,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 67,Add penalty,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 67,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,168.50,,
case 68,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 68,Send Fine,Variant 2,2,,,,,,,,,4.96,9223372036854775808.00
case 68,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 68,Add penalty,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 68,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,79.00,,
case 69,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 69,Send Fine,Variant 2,2,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 69,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 69,Add penalty,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 69,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,168.50,,
case 70,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 70,Send Fine,Variant 2,2,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 70,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 70,Add penalty,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 70,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 71,Create Fine,Variant 3,3,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 71,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 71,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 71,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,29.77,,
case 71,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 72,Create Fine,Variant 13,13,-9223372036854775808.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 72,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 72,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 72,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 72,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 73,Create Fine,Variant 13,13,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 73,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 73,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 73,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 73,Payment,Variant 13,13,,,,,,,29.77,9223372036854775808.00,,
case 74,Create Fine,Variant 3,3,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 74,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,4.96
case 74,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 74,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,168.50,,
case 74,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 75,Create Fine,Variant 13,13,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 75,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 75,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 75,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 75,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 76,Create Fine,Variant 3,3,155.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 76,Send Fine,Variant 3,3,,,,,,,,,4.96,9223372036854775808.00
case 76,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 76,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,79.00,,
case 76,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 77,Create Fine,Variant 13,13,-9223372036854775808.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 77,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 77,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 77,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 77,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 78,Create Fine,Variant 13,13,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 78,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 78,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 78,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 78,Payment,Variant 13,13,,,,,,,79.00,9223372036854775808.00,,
case 79,Create Fine,Variant 13,13,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 79,Send Fine,Variant 13,13,,,,,,,,,4.96,12.91
case 79,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 79,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 79,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 80,Create Fine,Variant 3,3,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 80,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 80,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 80,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,168.50,,
case 80,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 81,Create Fine,Variant 13,13,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 81,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 81,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 81,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 81,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 82,Create Fine,Variant 13,13,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 82,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,12.91
case 82,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 82,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 82,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 83,Create Fine,Variant 3,3,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 83,Send Fine,Variant 3,3,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 83,Insert Fine Notification,Variant 3,3,,,,,,,,,,
case 83,Payment,Variant 3,3,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 83,Appeal to Judge,Variant 3,3,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 84,Create Fine,Variant 13,13,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 84,Send Fine,Variant 13,13,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 84,Insert Fine Notification,Variant 13,13,,,,,,,,,,
case 84,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 84,Payment,Variant 13,13,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 85,Create Fine,Variant 18,18,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 85,Send Fine,Variant 18,18,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 85,Payment,Variant 18,18,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 85,Insert Fine Notification,Variant 18,18,,,,,,,,,,
case 85,Appeal to Judge,Variant 18,18,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 86,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 86,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 86,Payment,Variant 6,6,,,,,,,51.65,9223372036854775808.00,,
case 86,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 86,Add penalty,Variant 6,6,41.00,68.25,,,,,,,,
case 87,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 87,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 87,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 87,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 87,Add penalty,Variant 6,6,77.50,155.00,,,,,,,,
case 88,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 88,Send Fine,Variant 6,6,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 88,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 88,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 88,Add penalty,Variant 6,6,319.50,716.00,,,,,,,,
case 89,Create Fine,Variant 8,8,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 89,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 89,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 89,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 89,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,29.77,,
case 90,Create Fine,Variant 8,8,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 90,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 90,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 90,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 90,Payment,Variant 8,8,,,,,,,29.77,51.65,,
case 91,Create Fine,Variant 8,8,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 91,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,4.96
case 91,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 91,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 91,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,168.50,,
case 92,Create Fine,Variant 8,8,155.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 92,Send Fine,Variant 8,8,,,,,,,,,4.96,9223372036854775808.00
case 92,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 92,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 92,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,79.00,,
case 93,Create Fine,Variant 8,8,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 93,Send Fine,Variant 8,8,,,,,,,,,4.96,9223372036854775808.00
case 93,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 93,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 93,Payment,Variant 8,8,,,,,,,79.00,168.50,,
case 94,Create Fine,Variant 8,8,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 94,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 94,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 94,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 94,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,168.50,,
case 95,Create Fine,Variant 8,8,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 95,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,12.91
case 95,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 95,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 95,Payment,Variant 8,8,,,,,,,168.50,9223372036854775808.00,,
case 96,Create Fine,Variant 8,8,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 96,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 96,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 96,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 96,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 97,Create Fine,Variant 35,35,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 97,Send Fine,Variant 35,35,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 97,Payment,Variant 35,35,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 97,Payment,Variant 35,35,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 97,Insert Fine Notification,Variant 35,35,,,,,,,,,,
case 98,Create Fine,Variant 64,64,38.00,39.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 99,Create Fine,Variant 65,65,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 99,Payment,Variant 65,65,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 100,Create Fine,Variant 66,66,38.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 100,Payment,Variant 66,66,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 100,Payment,Variant 66,66,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 101,Create Fine,Variant 67,67,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 101,Payment,Variant 67,67,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 101,Payment,Variant 67,67,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 101,Payment,Variant 67,67,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 102,Create Fine,Variant 68,68,38.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 102,Payment,Variant 68,68,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 102,Payment,Variant 68,68,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 102,Payment,Variant 68,68,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 102,Payment,Variant 68,68,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 103,Create Fine,Variant 80,80,38.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 103,Payment,Variant 80,80,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 103,Payment,Variant 80,80,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 103,Payment,Variant 80,80,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 103,Payment,Variant 80,80,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 103,Payment,Variant 80,80,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 104,Create Fine,Variant 81,81,39.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 104,Payment,Variant 81,81,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 104,Payment,Variant 81,81,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 104,Payment,Variant 81,81,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 104,Payment,Variant 81,81,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 104,Send Fine,Variant 81,81,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 105,Create Fine,Variant 82,82,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 105,Payment,Variant 82,82,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 105,Payment,Variant 82,82,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 105,Payment,Variant 82,82,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 105,Send Fine,Variant 82,82,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 105,Insert Fine Notification,Variant 82,82,,,,,,,,,,
case 106,Create Fine,Variant 83,83,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
